,xgb_accuracy,xgb_f1_score,xgb_cohen_kappa,xgb_mcc,rf_accuracy,rf_f1_score,rf_cohen_kappa,rf_mcc,svc_accuracy,svc_f1_score,svc_cohen_kappa,svc_mcc,mlp_accuracy,mlp_f1_score,mlp_cohen_kappa,mlp_mcc,train_count,test_count,actives_count,decoys_count,best_model,best_metric,best_score
Q9H237,1.0,1.0,1.0,1.0,0.9333,0.9312,0.8421,0.8528,0.9333,0.9346,0.8571,0.866,1.0,1.0,1.0,1.0,57,15,24,48,xgb,cohen_kappa,1.0
P10828,0.9891,0.9889,0.9323,0.9331,0.9957,0.9956,0.9732,0.9736,0.9978,0.9978,0.9868,0.9868,0.9978,0.9978,0.9868,0.9868,1839,460,209,2090,svc,cohen_kappa,0.9868
Q99705,0.998,0.998,0.9877,0.9877,0.998,0.998,0.9877,0.9877,0.9978,0.9978,0.9865,0.9865,0.9969,0.9968,0.9809,0.9809,17828,4458,2026,20260,xgb,cohen_kappa,0.9877
Q02750,0.9959,0.9959,0.9745,0.9748,0.9959,0.9959,0.9745,0.9748,0.9959,0.9959,0.975,0.975,0.9959,0.9959,0.975,0.975,1944,487,221,2210,svc,cohen_kappa,0.975
P23219,0.9914,0.9912,0.9453,0.9467,0.9857,0.9851,0.906,0.9101,0.9842,0.9844,0.9061,0.9063,0.99,0.9899,0.9385,0.9385,2789,698,317,3170,xgb,cohen_kappa,0.9453
P52895,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,334,84,38,380,xgb,cohen_kappa,1.0
Q9UKV0,0.99,0.9898,0.9358,0.9377,0.995,0.995,0.9687,0.9692,0.9851,0.9849,0.9061,0.9066,0.995,0.995,0.9687,0.9692,800,201,91,910,rf,cohen_kappa,0.9687
Q02156,0.974,0.972,0.8197,0.8333,0.987,0.9866,0.916,0.9193,0.987,0.9866,0.916,0.9193,0.9827,0.9819,0.8854,0.8913,924,231,105,1050,rf,cohen_kappa,0.916
P47712,0.9896,0.9895,0.9764,0.9767,0.9896,0.9895,0.9764,0.9767,1.0,1.0,1.0,1.0,0.9583,0.9583,0.9062,0.9062,384,96,160,320,svc,cohen_kappa,1.0
P39086,0.9973,0.9973,0.946,0.9474,0.9991,0.9991,0.9826,0.9827,0.9973,0.9974,0.9494,0.9496,0.9991,0.9991,0.9831,0.9833,4499,1125,152,5472,mlp,cohen_kappa,0.9831
Q9UHL4,0.9902,0.9892,0.7745,0.795,0.9954,0.9952,0.9046,0.9088,0.9891,0.9892,0.7985,0.7989,0.9954,0.9952,0.9067,0.909,6956,1739,235,8460,mlp,cohen_kappa,0.9067
P24941,0.9917,0.9915,0.9478,0.9491,0.987,0.9866,0.917,0.9192,0.987,0.987,0.9218,0.9219,0.9917,0.9917,0.9497,0.9497,3370,843,383,3830,mlp,cohen_kappa,0.9497
Q6V1X1,0.9912,0.9903,0.8,0.8165,0.9966,0.9965,0.9303,0.9326,0.9927,0.9929,0.8702,0.8728,0.9927,0.9925,0.8534,0.8544,8169,2043,276,9936,rf,cohen_kappa,0.9303
P07384,0.9903,0.9901,0.9391,0.9401,0.9988,0.9988,0.9926,0.9926,0.9939,0.994,0.9636,0.9636,0.9927,0.9928,0.9565,0.9566,3300,825,375,3750,rf,cohen_kappa,0.9926
P31639,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,264,66,30,300,xgb,cohen_kappa,1.0
P55210,0.9917,0.9909,0.8141,0.8285,0.9975,0.9974,0.9503,0.9515,0.9967,0.9967,0.9386,0.939,0.9967,0.9966,0.9358,0.9359,9620,2405,325,11700,rf,cohen_kappa,0.9503
P08912,0.9857,0.9851,0.9053,0.9094,0.9857,0.9851,0.9053,0.9094,0.975,0.976,0.859,0.8634,0.9857,0.9857,0.9122,0.9122,1117,280,127,1270,mlp,cohen_kappa,0.9122
Q9Y2D0,0.9821,0.9816,0.885,0.8864,0.9865,0.9867,0.9194,0.9198,0.9507,0.9531,0.7285,0.7341,0.9865,0.9861,0.9116,0.9152,888,223,101,1010,rf,cohen_kappa,0.9194
P28838,0.9437,0.9304,0.4779,0.5604,0.9859,0.9853,0.9015,0.9059,0.9718,0.9718,0.8179,0.8179,0.9718,0.9736,0.8419,0.8526,281,71,32,320,rf,cohen_kappa,0.9015
Q15303,0.9577,0.956,0.7046,0.708,0.9859,0.9853,0.9015,0.9059,0.9859,0.9864,0.9154,0.9187,0.9859,0.9853,0.9015,0.9059,281,71,32,320,svc,cohen_kappa,0.9154
P00740,0.9952,0.9949,0.9,0.9045,0.9988,0.9988,0.9767,0.9769,0.9982,0.9982,0.9668,0.9673,1.0,1.0,1.0,1.0,6630,1658,224,8064,mlp,cohen_kappa,1.0
O14920,0.9946,0.9944,0.8862,0.892,0.9967,0.9965,0.9316,0.9338,0.998,0.998,0.9628,0.9635,0.9987,0.9987,0.9749,0.9752,5979,1495,202,7272,mlp,cohen_kappa,0.9749
P47871,0.991,0.991,0.9797,0.9797,0.991,0.991,0.9797,0.9797,0.9701,0.9702,0.9334,0.9342,0.979,0.9791,0.9529,0.9529,1334,334,556,1112,xgb,cohen_kappa,0.9797
P31749,0.995,0.995,0.9695,0.9695,0.995,0.9949,0.9691,0.9693,0.9931,0.9932,0.9592,0.9595,0.995,0.995,0.9695,0.9695,6380,1595,725,7250,xgb,cohen_kappa,0.9695
Q7Z2W7,0.9905,0.9902,0.9397,0.9414,0.9905,0.9902,0.9397,0.9414,0.9905,0.9903,0.9405,0.9414,0.9932,0.9931,0.9575,0.9584,2939,735,334,3340,mlp,cohen_kappa,0.9575
P51812,0.9776,0.9761,0.8452,0.8556,0.9776,0.9761,0.8452,0.8556,0.9731,0.9731,0.8352,0.8352,0.9641,0.9633,0.7699,0.7712,888,223,101,1010,xgb,cohen_kappa,0.8452
Q7Z601,0.95,0.9399,0.55,0.6159,1.0,1.0,1.0,1.0,0.9833,0.984,0.9,0.9045,1.0,1.0,1.0,1.0,237,60,27,270,rf,cohen_kappa,1.0
P39748,0.974,0.972,0.8197,0.8333,0.987,0.9866,0.916,0.9193,1.0,1.0,1.0,1.0,0.987,0.9874,0.9262,0.9287,308,77,35,350,svc,cohen_kappa,1.0
O75582,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,308,77,35,350,xgb,cohen_kappa,1.0
P20839,0.9954,0.9953,0.9718,0.9722,1.0,1.0,1.0,1.0,0.9861,0.9865,0.9226,0.9253,0.9861,0.986,0.9154,0.9158,862,216,98,980,rf,cohen_kappa,1.0
P23458,0.9979,0.9979,0.987,0.987,0.9979,0.9979,0.987,0.987,0.997,0.997,0.9819,0.9819,0.9987,0.9987,0.9922,0.9922,9380,2346,1066,10660,mlp,cohen_kappa,0.9922
P48736,0.9932,0.9931,0.9575,0.9584,0.9877,0.9873,0.9213,0.9242,0.985,0.9849,0.909,0.9091,0.9945,0.9945,0.9662,0.9668,2930,733,333,3330,mlp,cohen_kappa,0.9662
Q02742,0.9923,0.9917,0.8313,0.8434,0.9959,0.9957,0.9163,0.9195,0.9939,0.994,0.8878,0.8884,0.9933,0.9934,0.8751,0.8751,7814,1954,264,9504,rf,cohen_kappa,0.9163
Q92523,0.9818,0.9809,0.8791,0.8856,0.9545,0.9509,0.6821,0.6948,0.9636,0.9618,0.7582,0.7638,0.9545,0.9535,0.712,0.7132,440,110,50,500,xgb,cohen_kappa,0.8791
P08631,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9842,0.9848,0.9102,0.9139,0.9947,0.9947,0.9668,0.9674,756,190,86,860,xgb,cohen_kappa,1.0
P27361,0.9483,0.9379,0.5492,0.6153,0.9655,0.9615,0.7327,0.7604,0.9655,0.9655,0.7811,0.7811,0.9138,0.9094,0.3983,0.4013,228,58,26,260,svc,cohen_kappa,0.7811
O96017,0.9615,0.962,0.9172,0.9204,1.0,1.0,1.0,1.0,0.9615,0.962,0.9172,0.9204,0.8846,0.8873,0.7636,0.7859,103,26,43,86,rf,cohen_kappa,1.0
P35228,0.9809,0.98,0.8741,0.8795,0.9888,0.9884,0.9281,0.9305,0.9663,0.9669,0.8029,0.8035,0.9832,0.9832,0.8987,0.8987,3564,891,405,4050,rf,cohen_kappa,0.9281
Q16853,0.9745,0.9726,0.8238,0.8369,0.9855,0.9849,0.9052,0.9093,0.9673,0.9681,0.8121,0.8137,0.9782,0.9778,0.8631,0.864,1100,275,125,1250,rf,cohen_kappa,0.9052
O14842,0.9921,0.9919,0.9502,0.9514,0.996,0.996,0.9756,0.9759,0.998,0.998,0.9882,0.9882,0.9822,0.9813,0.882,0.8882,2024,506,230,2300,svc,cohen_kappa,0.9882
Q99873,0.9655,0.9615,0.7327,0.7604,0.9655,0.9615,0.7327,0.7604,0.9655,0.9615,0.7327,0.7604,0.9483,0.9379,0.5492,0.6153,228,58,26,260,xgb,cohen_kappa,0.7327
P49682,0.9953,0.9951,0.9036,0.9078,0.9953,0.9951,0.9036,0.9078,0.9949,0.995,0.9065,0.9069,0.997,0.9969,0.9406,0.9423,9412,2354,318,11448,mlp,cohen_kappa,0.9406
P14174,0.9512,0.9421,0.5784,0.6379,0.939,0.9231,0.4225,0.5175,0.9634,0.9645,0.78,0.7821,0.939,0.9231,0.4225,0.5175,325,82,37,370,svc,cohen_kappa,0.78
Q86V86,0.9944,0.9943,0.9652,0.9655,0.9935,0.9935,0.9601,0.9605,0.9919,0.992,0.9521,0.9522,0.9935,0.9935,0.9604,0.9606,4954,1239,563,5630,xgb,cohen_kappa,0.9652
O75762,0.9703,0.9677,0.7906,0.8085,0.9886,0.9882,0.9271,0.9296,0.9772,0.9772,0.8624,0.8624,0.9817,0.9815,0.8874,0.8878,1751,438,199,1990,rf,cohen_kappa,0.9271
P42338,0.99,0.9898,0.9379,0.9385,0.9922,0.992,0.9512,0.9523,0.9922,0.9923,0.9543,0.9548,0.9967,0.9966,0.9795,0.9797,3590,898,408,4080,mlp,cohen_kappa,0.9795
P21802,0.9983,0.9982,0.9658,0.9663,1.0,1.0,1.0,1.0,0.9974,0.9974,0.9525,0.9536,0.9991,0.9991,0.9837,0.9838,4588,1147,155,5580,rf,cohen_kappa,1.0
O00519,0.9919,0.9918,0.9493,0.9503,0.9884,0.9881,0.9262,0.9279,0.9747,0.9754,0.8552,0.8569,0.9919,0.9918,0.9499,0.9503,7920,1980,900,9000,mlp,cohen_kappa,0.9499
O75164,0.9717,0.9694,0.8087,0.8239,0.9811,0.9802,0.8787,0.8853,0.9717,0.971,0.8266,0.828,0.9811,0.9802,0.8787,0.8853,422,106,48,480,rf,cohen_kappa,0.8787
